,PharmGKB ID,Name,Source,Testing Level,Has Prescribing Info,Has Dosing Info,Has Alternate Drug,Prescribing,Chemicals,Genes,Variants/Haplotypes,type,drugbank_id,name,indication,atc_codes,actions,pubmed_ids,uniprot,EntryName,ProteinID,ProteinFamily,ProteinSuperFamily
405,PA166127664,Annotation of FDA Label for ibrutinib,FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,ibrutinib,,,small molecule,DB09053,ibrutinib,"Ibrutinib acquired an accelerated approval for the treatment of mantle cell lymphoma who have received at least one prior therapy.[FDA label] Mantle cell lymphoma (MCL) is a B-cell non-Hodgkin lymphoma that develops in the outer edge of a lymph node. MCL is usually diagnosed at late stages and it is easily spread into bone marrow, spleen, liver and gastrointestinal tract.[L1929]

Ibrutinib is indicated for the treatment of chronic lymphocytic leukemia (CLL) who have at least one prior therapy.[FDA label] CLL is a type of cancer caused by an overproduction of lymphocytes by the bone marrow. Some of the symptoms include swollen lymph nodes and tiredness.[L1931]

Ibrutinib is indicated for the treatment of chronic lymphocytic leukemia (CLL) with 17p deletion.[FDA label] CLL with 17p is a type of leukemia in which a deletion in 17p disrupts the tumor suppressor p53 by deleting one allele of the TP53 gene. The remaining allele is mainly inactivated and thus, this type of leukemia is unresponsive to p53-dependent treatments.[A32305]

Ibrutinib is indicated for the treatment of patients with Waldenstrom's Macroglobulinemia (WM).[FDA label] WM, also called lymphoplasmacytic lymphoma, is a type of non-Hodgkin lymphoma in which the cancer cells make large amounts of macroglobulin. The macroglobulin is a monoclonal protein that corresponds to the type of IgM antibodies and the unrestricted formation of this protein causes typical symptoms such as excessive bleeding and effects in vision and nervous system.[L1934]",['L01XE27'],inhibitor,25802231,Q06187,btk_human,btk,"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",Protein kinase superfamily
406,PA166224441,Annotation of FDA Label for ibrutinib and MYD88,FDA,Informative PGx,,,,,ibrutinib,MYD88,rs387907272,small molecule,DB09053,ibrutinib,"Ibrutinib acquired an accelerated approval for the treatment of mantle cell lymphoma who have received at least one prior therapy.[FDA label] Mantle cell lymphoma (MCL) is a B-cell non-Hodgkin lymphoma that develops in the outer edge of a lymph node. MCL is usually diagnosed at late stages and it is easily spread into bone marrow, spleen, liver and gastrointestinal tract.[L1929]

Ibrutinib is indicated for the treatment of chronic lymphocytic leukemia (CLL) who have at least one prior therapy.[FDA label] CLL is a type of cancer caused by an overproduction of lymphocytes by the bone marrow. Some of the symptoms include swollen lymph nodes and tiredness.[L1931]

Ibrutinib is indicated for the treatment of chronic lymphocytic leukemia (CLL) with 17p deletion.[FDA label] CLL with 17p is a type of leukemia in which a deletion in 17p disrupts the tumor suppressor p53 by deleting one allele of the TP53 gene. The remaining allele is mainly inactivated and thus, this type of leukemia is unresponsive to p53-dependent treatments.[A32305]

Ibrutinib is indicated for the treatment of patients with Waldenstrom's Macroglobulinemia (WM).[FDA label] WM, also called lymphoplasmacytic lymphoma, is a type of non-Hodgkin lymphoma in which the cancer cells make large amounts of macroglobulin. The macroglobulin is a monoclonal protein that corresponds to the type of IgM antibodies and the unrestricted formation of this protein causes typical symptoms such as excessive bleeding and effects in vision and nervous system.[L1934]",['L01XE27'],inhibitor,25802231,Q06187,btk_human,btk,"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",Protein kinase superfamily
407,PA166184112,"Annotation of Swissmedic Label for azathioprine and NUDT15, TPMT",Swissmedic,Actionable PGx,Prescribing Info,Dosing Info,,Prescribing,azathioprine,NUDT15; TPMT,,small molecule,DB00993,azathioprine,Azathioprine is indicated to treat rheumatoid arthritis and prevent renal transplant rejection.[L11214],['L04AX01'],modulator,12697733,P63000,rac1_human,rac1,"Small GTPase superfamily, Rho family","Small GTPase superfamily,"
408,PA166127635,Annotation of HCSC Label for azathioprine and TPMT,HCSC,Actionable PGx,,,,,azathioprine,TPMT,,small molecule,DB00993,azathioprine,Azathioprine is indicated to treat rheumatoid arthritis and prevent renal transplant rejection.[L11214],['L04AX01'],modulator,12697733,P63000,rac1_human,rac1,"Small GTPase superfamily, Rho family","Small GTPase superfamily,"
409,PA166104782,"Annotation of FDA Label for azathioprine and NUDT15, TPMT",FDA,Testing recommended,Prescribing Info,,,Prescribing,azathioprine,NUDT15; TPMT,,small molecule,DB00993,azathioprine,Azathioprine is indicated to treat rheumatoid arthritis and prevent renal transplant rejection.[L11214],['L04AX01'],modulator,12697733,P63000,rac1_human,rac1,"Small GTPase superfamily, Rho family","Small GTPase superfamily,"
410,PA166123530,Annotation of PMDA Label for azathioprine and TPMT,PMDA,Actionable PGx,,,,,azathioprine,TPMT,,small molecule,DB00993,azathioprine,Azathioprine is indicated to treat rheumatoid arthritis and prevent renal transplant rejection.[L11214],['L04AX01'],modulator,12697733,P63000,rac1_human,rac1,"Small GTPase superfamily, Rho family","Small GTPase superfamily,"
411,PA166184383,"Annotation of Swissmedic Label for lapatinib and HLA-DQA1, HLA-DRB1",Swissmedic,Actionable PGx,,,,,lapatinib,HLA-DQA1; HLA-DRB1,HLA-DQA1*02:01; HLA-DRB1*07:01:01:01,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,12214266|14633707|14737100|14751502|14967461|15163842|15374980|20658522|16894399|20110044|18803986|11752352,P00533,egfr_human,egfr,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
412,PA166184383,"Annotation of Swissmedic Label for lapatinib and HLA-DQA1, HLA-DRB1",Swissmedic,Actionable PGx,,,,,lapatinib,HLA-DQA1; HLA-DRB1,HLA-DQA1*02:01; HLA-DRB1*07:01:01:01,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,14737100|14751502|14967461|15163842|15374980|14633707|12214266|20658522|16894399|20110044|18803986|11752352,P04626,erbb2_human,erbb2,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
413,PA166104791,"Annotation of FDA Label for lapatinib and ERBB2, ESR1, ESR2, PGR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,lapatinib,ERBB2; ESR1; ESR2; PGR,,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,12214266|14633707|14737100|14751502|14967461|15163842|15374980|20658522|16894399|20110044|18803986|11752352,P00533,egfr_human,egfr,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
414,PA166104791,"Annotation of FDA Label for lapatinib and ERBB2, ESR1, ESR2, PGR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,lapatinib,ERBB2; ESR1; ESR2; PGR,,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,14737100|14751502|14967461|15163842|15374980|14633707|12214266|20658522|16894399|20110044|18803986|11752352,P04626,erbb2_human,erbb2,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
415,PA166151878,"Annotation of FDA Label for lapatinib and HLA-DQA1, HLA-DRB1",FDA,Actionable PGx,,,,,lapatinib,HLA-DQA1; HLA-DRB1,HLA-DQA1*02:01; HLA-DRB1*07:01:01:01,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,12214266|14633707|14737100|14751502|14967461|15163842|15374980|20658522|16894399|20110044|18803986|11752352,P00533,egfr_human,egfr,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
416,PA166151878,"Annotation of FDA Label for lapatinib and HLA-DQA1, HLA-DRB1",FDA,Actionable PGx,,,,,lapatinib,HLA-DQA1; HLA-DRB1,HLA-DQA1*02:01; HLA-DRB1*07:01:01:01,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,14737100|14751502|14967461|15163842|15374980|14633707|12214266|20658522|16894399|20110044|18803986|11752352,P04626,erbb2_human,erbb2,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
417,PA166183172,"Annotation of EMA Label for lapatinib and HLA-DQA1, HLA-DRB1",EMA,Actionable PGx,,,,,lapatinib,HLA-DQA1; HLA-DRB1,HLA-DQA1*02:01; HLA-DRB1*07:01:01:01,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,12214266|14633707|14737100|14751502|14967461|15163842|15374980|20658522|16894399|20110044|18803986|11752352,P00533,egfr_human,egfr,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
418,PA166183172,"Annotation of EMA Label for lapatinib and HLA-DQA1, HLA-DRB1",EMA,Actionable PGx,,,,,lapatinib,HLA-DQA1; HLA-DRB1,HLA-DQA1*02:01; HLA-DRB1*07:01:01:01,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,14737100|14751502|14967461|15163842|15374980|14633707|12214266|20658522|16894399|20110044|18803986|11752352,P04626,erbb2_human,erbb2,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
419,PA166104840,"Annotation of EMA Label for lapatinib and ERBB2, ESR1, ESR2",EMA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,lapatinib,ERBB2; ESR1; ESR2,,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,12214266|14633707|14737100|14751502|14967461|15163842|15374980|20658522|16894399|20110044|18803986|11752352,P00533,egfr_human,egfr,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
420,PA166104840,"Annotation of EMA Label for lapatinib and ERBB2, ESR1, ESR2",EMA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,lapatinib,ERBB2; ESR1; ESR2,,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,14737100|14751502|14967461|15163842|15374980|14633707|12214266|20658522|16894399|20110044|18803986|11752352,P04626,erbb2_human,erbb2,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
421,PA166123544,"Annotation of PMDA Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",PMDA,Testing required,,,,,lapatinib,ERBB2; HLA-DQA1; HLA-DRB1,,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,12214266|14633707|14737100|14751502|14967461|15163842|15374980|20658522|16894399|20110044|18803986|11752352,P00533,egfr_human,egfr,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
422,PA166123544,"Annotation of PMDA Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",PMDA,Testing required,,,,,lapatinib,ERBB2; HLA-DQA1; HLA-DRB1,,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,14737100|14751502|14967461|15163842|15374980|14633707|12214266|20658522|16894399|20110044|18803986|11752352,P04626,erbb2_human,erbb2,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
423,PA166127685,"Annotation of HCSC Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",HCSC,Testing required,,,,,lapatinib,ERBB2; HLA-DQA1; HLA-DRB1,,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,12214266|14633707|14737100|14751502|14967461|15163842|15374980|20658522|16894399|20110044|18803986|11752352,P00533,egfr_human,egfr,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
424,PA166127685,"Annotation of HCSC Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",HCSC,Testing required,,,,,lapatinib,ERBB2; HLA-DQA1; HLA-DRB1,,small molecule,DB01259,lapatinib,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",['L01XE07'],antagonist,14737100|14751502|14967461|15163842|15374980|14633707|12214266|20658522|16894399|20110044|18803986|11752352,P04626,erbb2_human,erbb2,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",Protein kinase superfamily
425,PA166184155,Annotation of Swissmedic Label for nitrofurantoin and G6PD,Swissmedic,Actionable PGx,Prescribing Info,,Alternate Drug,Prescribing,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",potentiator,17139284|17016423|6363380|12069963,P52647,,,,
426,PA166184155,Annotation of Swissmedic Label for nitrofurantoin and G6PD,Swissmedic,Actionable PGx,Prescribing Info,,Alternate Drug,Prescribing,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",potentiator,17139284|17016423|16187099|10832075,P17117,,,,
427,PA166184155,Annotation of Swissmedic Label for nitrofurantoin and G6PD,Swissmedic,Actionable PGx,Prescribing Info,,Alternate Drug,Prescribing,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",inhibitor,29262089,P0A7R5,,,,
428,PA166104903,Annotation of FDA Label for nitrofurantoin and G6PD,FDA,Actionable PGx,,,,,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",potentiator,17139284|17016423|6363380|12069963,P52647,,,,
429,PA166104903,Annotation of FDA Label for nitrofurantoin and G6PD,FDA,Actionable PGx,,,,,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",potentiator,17139284|17016423|16187099|10832075,P17117,,,,
430,PA166104903,Annotation of FDA Label for nitrofurantoin and G6PD,FDA,Actionable PGx,,,,,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",inhibitor,29262089,P0A7R5,,,,
431,PA166127694,Annotation of HCSC Label for nitrofurantoin and G6PD,HCSC,Actionable PGx,,,,,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",potentiator,17139284|17016423|6363380|12069963,P52647,,,,
432,PA166127694,Annotation of HCSC Label for nitrofurantoin and G6PD,HCSC,Actionable PGx,,,,,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",potentiator,17139284|17016423|16187099|10832075,P17117,,,,
433,PA166127694,Annotation of HCSC Label for nitrofurantoin and G6PD,HCSC,Actionable PGx,,,,,nitrofurantoin,G6PD,,small molecule,DB00698,nitrofurantoin,"Nitrofurantoin is indicated to treat acute uncomplicated urinary tract infections.[L6856,L6859,L6862]","['J01XE01', 'J01XE51']",inhibitor,29262089,P0A7R5,,,,
434,PA166184177,Annotation of Swissmedic Label for oxycodone and CYP2D6,Swissmedic,Actionable PGx,,,,,oxycodone,CYP2D6,,small molecule,DB00497,oxycodone,Oxycodone is indicated for the treatment of moderate to severe pain.[Label] There is also an extended release formulation indicated for chronic moderate to severe pain requiring continuous opioid analgesics for an extended period.[Label],"['N02AA56', 'N02AA05', 'N02AA55', 'N02AJ18', 'N02AJ17', 'N02AJ19']",agonist,17525040|18039433|19474215,P35372,oprm_human,oprm,G-protein coupled receptor 1 family,G-protein coupled receptor
435,PA166184177,Annotation of Swissmedic Label for oxycodone and CYP2D6,Swissmedic,Actionable PGx,,,,,oxycodone,CYP2D6,,small molecule,DB00497,oxycodone,Oxycodone is indicated for the treatment of moderate to severe pain.[Label] There is also an extended release formulation indicated for chronic moderate to severe pain requiring continuous opioid analgesics for an extended period.[Label],"['N02AA56', 'N02AA05', 'N02AA55', 'N02AJ18', 'N02AJ17', 'N02AJ19']",agonist,17525040|18039433|17467904,P41145,oprk_human,oprk,G-protein coupled receptor 1 family,G-protein coupled receptor
436,PA166184177,Annotation of Swissmedic Label for oxycodone and CYP2D6,Swissmedic,Actionable PGx,,,,,oxycodone,CYP2D6,,small molecule,DB00497,oxycodone,Oxycodone is indicated for the treatment of moderate to severe pain.[Label] There is also an extended release formulation indicated for chronic moderate to severe pain requiring continuous opioid analgesics for an extended period.[Label],"['N02AA56', 'N02AA05', 'N02AA55', 'N02AJ18', 'N02AJ17', 'N02AJ19']",agonist,17525040|11752352,P41143,oprd_human,oprd,G-protein coupled receptor 1 family,G-protein coupled receptor
437,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,7524043|7542676|7520908|7531353|11132243|12211096,P28223,5ht2a_human,5ht2a,G-protein coupled receptor 1 family,G-protein coupled receptor
438,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,7524043|7531353|16119512|16513859|11132243|12211096|11752352,P14416,drd2_human,drd2,G-protein coupled receptor 1 family,G-protein coupled receptor
439,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,28449568|22023179,P35367,hrh1_human,hrh1,G-protein coupled receptor 1 family,G-protein coupled receptor
440,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,7524043|8925876|15907153|15992090|7531353|18542932|11132243|7691623,P35348,ada1a_human,ada1a,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA1A sub-subfamily",G-protein coupled receptor
441,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,7524043|8925876|15907153|15992090|7531353|18542932|11132243|7691623,P35368,ada1b_human,ada1b,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA1B sub-subfamily",G-protein coupled receptor
442,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,7520908|7531353,P21917,drd4_human,drd4,G-protein coupled receptor 1 family,G-protein coupled receptor
443,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,11132243,P28221,5ht1d_human,5ht1d,G-protein coupled receptor 1 family,G-protein coupled receptor
444,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,7520908|7531353,P35462,drd3_human,drd3,G-protein coupled receptor 1 family,G-protein coupled receptor
445,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,11132243,P28335,5ht2c_human,5ht2c,G-protein coupled receptor 1 family,G-protein coupled receptor
446,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,11132243,P08913,ada2a_human,ada2a,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2A sub-subfamily",G-protein coupled receptor
447,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,11132243,P18089,ada2b_human,ada2b,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2B sub-subfamily",G-protein coupled receptor
448,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],agonist,11132243,P18825,ada2c_human,ada2c,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2C sub-subfamily",G-protein coupled receptor
449,PA166184220,Annotation of Swissmedic Label for paliperidone and CYP2D6,Swissmedic,Informative PGx,,,,,paliperidone,CYP2D6,,small molecule,DB01267,paliperidone,"As an oral extended-release tablet and a once-monthly extended-release suspension for intramuscular injection, paliperidone is indicated for the treatment of adults and adolescents with schizophrenia and in the treatment of schizoaffective disorder in combination with antidepressants or mood stabilizers.[L16168,L37744] Paliperidone is also available in both an every-three-month and twice-yearly extended-release suspension for intramuscular injection for the treatment of schizophrenia.[L4137,L37749]",['N05AX13'],antagonist,11132243,P08908,5ht1a_human,5ht1a,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",G-protein coupled receptor
